annee_diplome,discipline,academie,taux_insertion,taux_emploi_stable,salaire_median,taux_emploi_cadre,part_femmes,region,grand_domaine,indice_attractivite,qualite_emploi,parite,cluster
2017,"Ensemble sciences, technologies et santé",Limoges,93.0,64.0,2000.0,87.0,43.0,Nouvelle-Aquitaine,Sciences & Tech,55.534036710507294,Standard,Mixte,1
2017,"Ensemble formations juridiques, économiques et de gestion",Versailles,78.0,59.0,2180.0,83.0,61.0,Île-de-France,"Droit, Éco & Gestion",45.0932215638098,Standard,Majorité Féminine,2
2017,Ensemble sciences humaines et sociales,Versailles,83.0,44.0,1800.0,51.0,74.0,Île-de-France,Sciences Humaines & Sociales,38.30611360023125,Standard,Majorité Féminine,2
2017,"Ensemble sciences, technologies et santé",Versailles,95.0,87.0,2400.0,84.0,44.0,Île-de-France,Sciences & Tech,70.53042347159995,Excellente,Mixte,2
2017,Sciences de la vie et de la terre,Versailles,82.0,67.0,2000.0,74.0,69.0,Île-de-France,Sciences & Tech,43.6421448186154,Élevée,Majorité Féminine,2
2017,Sciences fondamentales,Versailles,87.0,66.0,2180.0,100.0,45.0,Île-de-France,Sciences & Tech,54.82295129353953,Élevée,Mixte,2
2017,Ensemble sciences humaines et sociales,Versailles,89.0,67.0,1870.0,78.0,83.0,Île-de-France,Sciences Humaines & Sociales,47.03858939153057,Élevée,Majorité Féminine,2
2017,Ensemble sciences humaines et sociales,Créteil,88.0,61.0,1800.0,51.0,84.0,Île-de-France,Sciences Humaines & Sociales,43.71151900563666,Standard,Majorité Féminine,2
2017,Information communication,Créteil,92.0,83.0,1890.0,55.0,83.0,Île-de-France,"Arts, Lettres & Langues",50.92354386472033,Standard,Majorité Féminine,2
2017,"Ensemble formations juridiques, économiques et de gestion",Créteil,85.0,77.0,2120.0,79.0,54.0,Île-de-France,"Droit, Éco & Gestion",50.735655441537794,Élevée,Mixte,2
2017,Économie,Créteil,95.0,76.0,2250.0,70.0,61.0,Île-de-France,Autres disciplines,65.71758924700102,Élevée,Majorité Féminine,2
2017,"Autres formations juridiques, économiques et de gestion",Créteil,90.0,81.0,2200.0,65.0,71.0,Île-de-France,"Droit, Éco & Gestion",58.7079057667293,Élevée,Majorité Féminine,2
2017,Ensemble sciences humaines et sociales,Créteil,96.0,69.0,1740.0,55.0,74.0,Île-de-France,Sciences Humaines & Sociales,50.43503396444573,Standard,Majorité Féminine,2
2017,Autres sciences humaines et sociales,Créteil,98.0,68.0,1900.0,56.0,84.0,Île-de-France,Sciences Humaines & Sociales,57.73088596618008,Standard,Majorité Féminine,2
2017,Gestion,Versailles,91.0,74.0,2340.0,83.0,59.0,Île-de-France,"Droit, Éco & Gestion",64.28096545743604,Élevée,Mixte,2
2017,Ensemble sciences humaines et sociales,Versailles,94.0,81.0,2110.0,69.0,51.0,Île-de-France,Sciences Humaines & Sociales,60.14452955629426,Élevée,Mixte,2
2017,Histoire-géographie,Versailles,93.0,93.0,2400.0,83.0,40.0,Île-de-France,Sciences Humaines & Sociales,68.36826130943778,Excellente,Mixte,2
2017,Sciences de l'ingénieur,Versailles,100.0,97.0,2500.0,100.0,18.0,Île-de-France,Sciences & Tech,79.14438502673798,Excellente,Majorité Masculine,2
2017,Masters enseignement,La Réunion,92.0,73.0,2600.0,79.0,77.0,La Réunion,Enseignement,73.70429252782193,Élevée,Majorité Féminine,3
2017,Masters enseignement,La Réunion,96.0,74.0,2700.0,82.0,77.0,La Réunion,Enseignement,81.23717300187889,Élevée,Majorité Féminine,3
2017,"Ensemble formations juridiques, économiques et de gestion",La Réunion,86.0,82.0,2140.0,32.0,63.0,La Réunion,"Droit, Éco & Gestion",52.458447752565405,Standard,Majorité Féminine,3
2018,Masters enseignement,Nice,99.0,96.0,1750.0,94.0,75.0,Provence-Alpes-Côte d'Azur,Enseignement,53.99913282266223,Excellente,Majorité Féminine,1
2018,Droit,Nice,87.0,70.0,1980.0,55.0,59.0,Provence-Alpes-Côte d'Azur,"Droit, Éco & Gestion",48.40583899407429,Standard,Mixte,1
2018,Gestion,Nice,89.0,84.0,2140.0,52.0,54.0,Provence-Alpes-Côte d'Azur,"Droit, Éco & Gestion",55.70169099580864,Standard,Mixte,1
2018,Sciences fondamentales,Nice,98.0,92.0,2040.0,66.0,60.0,Provence-Alpes-Côte d'Azur,Sciences & Tech,62.222864575805744,Élevée,Majorité Féminine,1
2018,Masters enseignement,Aix-Marseille,96.0,87.0,1800.0,80.0,77.0,Provence-Alpes-Côte d'Azur,Enseignement,52.360167654285306,Excellente,Majorité Féminine,0
2018,Ensemble sciences humaines et sociales,Aix-Marseille,82.0,51.0,1700.0,58.0,74.0,Provence-Alpes-Côte d'Azur,Sciences Humaines & Sociales,34.016476369417546,Standard,Majorité Féminine,0
2018,Autres sciences humaines et sociales,Aix-Marseille,87.0,53.0,1650.0,51.0,73.0,Provence-Alpes-Côte d'Azur,Sciences Humaines & Sociales,37.81760369995664,Standard,Majorité Féminine,0
2018,Sciences de la vie et de la terre,Aix-Marseille,83.0,70.0,1860.0,64.0,54.0,Provence-Alpes-Côte d'Azur,Sciences & Tech,40.23124729007082,Standard,Mixte,0
2018,"Ensemble formations juridiques, économiques et de gestion",Normandie,95.0,74.0,2000.0,62.0,55.0,Normandie,"Droit, Éco & Gestion",57.696198872669456,Standard,Mixte,1
2018,Gestion,Normandie,94.0,75.0,1970.0,60.0,53.0,Normandie,"Droit, Éco & Gestion",55.65255094666859,Standard,Mixte,1
2018,Ensemble sciences humaines et sociales,Normandie,90.0,46.0,1580.0,71.0,84.0,Normandie,Sciences Humaines & Sociales,38.81485763838705,Standard,Majorité Féminine,1
2018,Sciences de l'ingénieur,Poitiers,91.0,92.0,2220.0,82.0,13.0,Nouvelle-Aquitaine,Sciences & Tech,60.430698077756894,Excellente,Majorité Masculine,1
2018,Masters enseignement,Dijon,99.0,87.0,1750.0,91.0,74.0,Bourgogne-Franche-Comté,Enseignement,53.99913282266223,Excellente,Majorité Féminine,0
2018,Masters enseignement,Dijon,98.0,89.0,1700.0,93.0,74.0,Bourgogne-Franche-Comté,Enseignement,51.313773666714845,Excellente,Majorité Féminine,0
2018,"Ensemble formations juridiques, économiques et de gestion",Dijon,91.0,68.0,1940.0,58.0,64.0,Bourgogne-Franche-Comté,"Droit, Éco & Gestion",51.44674085850557,Standard,Majorité Féminine,0
2018,Gestion,Dijon,93.0,72.0,1970.0,56.0,63.0,Bourgogne-Franche-Comté,"Droit, Éco & Gestion",54.57146986558752,Standard,Majorité Féminine,0
2018,Ensemble sciences humaines et sociales,Dijon,89.0,51.0,1580.0,54.0,72.0,Bourgogne-Franche-Comté,Sciences Humaines & Sociales,37.73377655730597,Standard,Majorité Féminine,0
2018,"Ensemble sciences, technologies et santé",Dijon,90.0,79.0,1960.0,60.0,51.0,Bourgogne-Franche-Comté,Sciences & Tech,51.007371007371006,Standard,Mixte,0
2018,Masters enseignement,Besançon,97.0,91.0,1740.0,93.0,73.0,Bourgogne-Franche-Comté,Enseignement,51.51611504552681,Excellente,Majorité Féminine,1
2018,Droit,Besançon,95.0,63.0,1630.0,53.0,79.0,Bourgogne-Franche-Comté,"Droit, Éco & Gestion",45.82454111865877,Standard,Majorité Féminine,1
2018,Gestion,Besançon,97.0,71.0,1720.0,45.0,59.0,Bourgogne-Franche-Comté,"Droit, Éco & Gestion",50.87440381558028,Standard,Mixte,1
2018,"Ensemble formations juridiques, économiques et de gestion",Rennes,91.0,83.0,2010.0,52.0,63.0,Bretagne,"Droit, Éco & Gestion",53.6927301633184,Standard,Majorité Féminine,0
2018,Droit,Rennes,87.0,77.0,2000.0,57.0,72.0,Bretagne,"Droit, Éco & Gestion",49.04755022402081,Standard,Majorité Féminine,0
2018,Gestion,Rennes,97.0,79.0,1950.0,45.0,59.0,Bretagne,"Droit, Éco & Gestion",58.25408295996532,Standard,Mixte,0
2018,Autres sciences humaines et sociales,Rennes,81.0,38.0,1700.0,38.0,66.0,Bretagne,Sciences Humaines & Sociales,32.935395288336466,Standard,Majorité Féminine,0
2018,"Ensemble sciences, technologies et santé",Rennes,87.0,67.0,1930.0,60.0,36.0,Bretagne,Sciences & Tech,46.80156091920798,Standard,Majorité Masculine,0
2018,Droit,Toulouse,94.0,83.0,2000.0,63.0,69.0,Occitanie,"Droit, Éco & Gestion",56.615117791588375,Standard,Majorité Féminine,1
2018,"Ensemble sciences, technologies et santé",Toulouse,89.0,80.0,2050.0,77.0,36.0,Occitanie,Sciences & Tech,52.813990461049286,Élevée,Majorité Masculine,1
2018,Gestion,Bordeaux,92.0,77.0,1900.0,58.0,61.0,Nouvelle-Aquitaine,"Droit, Éco & Gestion",51.24439947969359,Standard,Majorité Féminine,0
2018,"Autres sciences, technologies et santé",Bordeaux,86.0,74.0,1980.0,65.0,29.0,Nouvelle-Aquitaine,Sciences & Tech,47.324757912993206,Élevée,Majorité Masculine,0
2018,"Ensemble formations juridiques, économiques et de gestion",Montpellier,86.0,53.0,1790.0,31.0,83.0,Occitanie,"Droit, Éco & Gestion",41.22850122850122,Standard,Majorité Féminine,0
2018,Gestion,Montpellier,92.0,79.0,2000.0,49.0,57.0,Occitanie,"Droit, Éco & Gestion",54.452955629426214,Standard,Mixte,0
2018,Sciences de la vie et de la terre,Montpellier,85.0,50.0,1840.0,72.0,67.0,Occitanie,Sciences & Tech,41.75169822228646,Standard,Majorité Féminine,0
2018,Sciences fondamentales,Montpellier,81.0,50.0,2000.0,62.0,58.0,Occitanie,Sciences & Tech,42.56106373753432,Standard,Mixte,0
2018,"Ensemble formations juridiques, économiques et de gestion",Rennes,91.0,74.0,2000.0,60.0,60.0,Bretagne,"Droit, Éco & Gestion",53.37187454834513,Standard,Majorité Féminine,0
2018,Droit,Rennes,90.0,55.0,1800.0,46.0,87.0,Bretagne,"Droit, Éco & Gestion",45.87368116779882,Standard,Majorité Féminine,0
2018,"Ensemble sciences, technologies et santé",Rennes,84.0,70.0,1970.0,79.0,38.0,Bretagne,Sciences & Tech,44.84174013585778,Élevée,Majorité Masculine,0
2018,Sciences de la vie et de la terre,Rennes,77.0,57.0,1750.0,61.0,54.0,Bretagne,Sciences & Tech,30.215349038878447,Standard,Mixte,0
2018,Informatique,Rennes,93.0,100.0,2070.0,100.0,11.0,Bretagne,Sciences & Tech,57.78002601532013,Excellente,Majorité Masculine,0
2018,Ensemble sciences humaines et sociales,Rennes,89.0,49.0,1680.0,69.0,67.0,Bretagne,Sciences Humaines & Sociales,40.94233270703859,Standard,Majorité Féminine,0
2018,Histoire-géographie,Rennes,73.0,36.0,1520.0,40.0,63.0,Bretagne,Sciences Humaines & Sociales,18.5113455701691,Standard,Majorité Féminine,0
2018,Ensemble sciences humaines et sociales,Grenoble,91.0,58.0,1800.0,58.0,66.0,Auvergne-Rhône-Alpes,Sciences Humaines & Sociales,46.9547622488799,Standard,Majorité Féminine,1
2018,Histoire-géographie,Grenoble,92.0,42.0,1700.0,42.0,42.0,Auvergne-Rhône-Alpes,Sciences Humaines & Sociales,44.82728718022836,Standard,Mixte,1
2018,Information communication,Grenoble,87.0,59.0,1790.0,50.0,73.0,Auvergne-Rhône-Alpes,"Arts, Lettres & Langues",42.309582309582304,Standard,Majorité Féminine,1
2018,Sciences fondamentales,Grenoble,91.0,92.0,2170.0,95.0,28.0,Auvergne-Rhône-Alpes,Sciences & Tech,58.8264200028906,Excellente,Majorité Masculine,1
2018,Sciences de l'ingénieur,Grenoble,92.0,81.0,2100.0,96.0,16.0,Auvergne-Rhône-Alpes,Sciences & Tech,57.661511779158836,Excellente,Majorité Masculine,1
2018,Informatique,Grenoble,98.0,94.0,2180.0,97.0,9.0,Auvergne-Rhône-Alpes,Sciences & Tech,66.71484318543142,Excellente,Majorité Masculine,1
2018,Gestion,Lyon,95.0,89.0,1980.0,57.0,47.0,Auvergne-Rhône-Alpes,"Droit, Éco & Gestion",57.05448764272294,Standard,Mixte,1
2018,Droit,Orléans-Tours,89.0,60.0,1840.0,45.0,62.0,Centre-Val de Loire,"Droit, Éco & Gestion",46.07602254661079,Standard,Majorité Féminine,1
2018,Gestion,Orléans-Tours,96.0,73.0,1980.0,65.0,43.0,Centre-Val de Loire,"Droit, Éco & Gestion",58.13556872380402,Élevée,Mixte,1
2018,Sciences de la vie et de la terre,Nantes,89.0,66.0,1730.0,62.0,56.0,Pays de la Loire,Sciences & Tech,42.5466107819049,Standard,Mixte,0
2018,Masters enseignement,Nancy-Metz,98.0,80.0,1750.0,82.0,72.0,Grand Est,Enseignement,52.91805174158115,Excellente,Majorité Féminine,1
2018,Gestion,Nancy-Metz,95.0,79.0,2170.0,69.0,54.0,Grand Est,"Droit, Éco & Gestion",63.15074432721492,Élevée,Mixte,1
2018,Gestion,Nancy-Metz,93.0,88.0,2310.0,72.0,54.0,Grand Est,"Droit, Éco & Gestion",65.48056077467842,Élevée,Mixte,1
2018,Ensemble sciences humaines et sociales,Nancy-Metz,88.0,46.0,1650.0,56.0,77.0,Grand Est,Sciences Humaines & Sociales,38.89868478103772,Standard,Majorité Féminine,1
2018,Ensemble sciences humaines et sociales,Nancy-Metz,89.0,64.0,1750.0,58.0,77.0,Grand Est,Sciences Humaines & Sociales,43.18832201185142,Standard,Majorité Féminine,1
2018,Sciences de la vie et de la terre,Nancy-Metz,93.0,75.0,2070.0,73.0,59.0,Grand Est,Sciences & Tech,57.78002601532013,Élevée,Mixte,1
2018,Sciences de l'ingénieur,Nancy-Metz,94.0,86.0,2280.0,87.0,25.0,Grand Est,Sciences & Tech,65.59907501083973,Excellente,Majorité Masculine,1
2018,"Ensemble formations juridiques, économiques et de gestion",Rennes,94.0,81.0,1900.0,48.0,61.0,Bretagne,"Droit, Éco & Gestion",53.40656164185575,Standard,Majorité Féminine,0
2018,Gestion,Rennes,99.0,84.0,1900.0,55.0,53.0,Bretagne,"Droit, Éco & Gestion",58.81196704726117,Standard,Mixte,0
2018,"Ensemble formations juridiques, économiques et de gestion",Lille,94.0,77.0,1890.0,53.0,54.0,Hauts-de-France,"Droit, Éco & Gestion",53.0857060268825,Standard,Mixte,1
2018,Informatique,Lille,92.0,70.0,2030.0,65.0,22.0,Hauts-de-France,Sciences & Tech,55.415522474346005,Élevée,Majorité Masculine,1
2018,"Ensemble formations juridiques, économiques et de gestion",Lille,81.0,91.0,2280.0,59.0,31.0,Hauts-de-France,"Droit, Éco & Gestion",51.545020956785656,Standard,Majorité Masculine,1
2018,Gestion,Lille,90.0,69.0,2110.0,53.0,27.0,Hauts-de-France,"Droit, Éco & Gestion",55.820205231969936,Standard,Majorité Masculine,1
2018,Économie,Lille,88.0,88.0,2270.0,63.0,57.0,Hauts-de-France,Autres disciplines,58.79173290937997,Standard,Mixte,1
2018,Autres sciences humaines et sociales,Lille,86.0,52.0,1800.0,61.0,63.0,Hauts-de-France,Sciences Humaines & Sociales,41.54935684347449,Standard,Majorité Féminine,1
2018,"Ensemble sciences, technologies et santé",Lille,94.0,84.0,2170.0,76.0,39.0,Hauts-de-France,Sciences & Tech,62.069663246133835,Élevée,Majorité Masculine,1
2018,Informatique,Lille,96.0,98.0,2310.0,97.0,10.0,Hauts-de-France,Sciences & Tech,68.72380401792167,Excellente,Majorité Masculine,1
2018,"Ensemble formations juridiques, économiques et de gestion",Lille,91.0,77.0,2000.0,53.0,64.0,Hauts-de-France,"Droit, Éco & Gestion",53.37187454834513,Standard,Majorité Féminine,1
2018,Gestion,Lille,91.0,76.0,2060.0,52.0,63.0,Hauts-de-France,"Droit, Éco & Gestion",55.29700823818471,Standard,Majorité Féminine,1
2018,Gestion,Lille,91.0,80.0,2110.0,52.0,63.0,Hauts-de-France,"Droit, Éco & Gestion",56.901286313051024,Standard,Majorité Féminine,1
2018,"Lettres, langues, arts",Lille,90.0,53.0,1750.0,45.0,81.0,Hauts-de-France,"Arts, Lettres & Langues",44.2694030929325,Standard,Majorité Féminine,1
2018,Sciences de l'ingénieur,Lille,89.0,92.0,2170.0,72.0,3.0,Hauts-de-France,Sciences & Tech,56.66425784072844,Élevée,Majorité Masculine,1
2018,Masters enseignement,Clermont-Ferrand,98.0,81.0,1700.0,80.0,67.0,Auvergne-Rhône-Alpes,Enseignement,51.313773666714845,Excellente,Majorité Féminine,1
2018,"Ensemble formations juridiques, économiques et de gestion",Clermont-Ferrand,95.0,69.0,1850.0,44.0,69.0,Auvergne-Rhône-Alpes,"Droit, Éco & Gestion",52.88336464807053,Standard,Majorité Féminine,1
2018,Droit,Clermont-Ferrand,95.0,74.0,1830.0,41.0,86.0,Auvergne-Rhône-Alpes,"Droit, Éco & Gestion",52.24165341812401,Standard,Majorité Féminine,1
2018,Gestion,Clermont-Ferrand,97.0,72.0,2000.0,45.0,61.0,Auvergne-Rhône-Alpes,"Droit, Éco & Gestion",59.85836103483162,Standard,Majorité Féminine,1
2018,Gestion,Clermont-Ferrand,97.0,79.0,2120.0,35.0,61.0,Auvergne-Rhône-Alpes,"Droit, Éco & Gestion",63.70862841451077,Standard,Majorité Féminine,1
2018,Ensemble sciences humaines et sociales,Clermont-Ferrand,83.0,53.0,1630.0,34.0,71.0,Auvergne-Rhône-Alpes,Sciences Humaines & Sociales,32.851568145685796,Standard,Majorité Féminine,1
2018,Autres sciences humaines et sociales,Clermont-Ferrand,83.0,53.0,1620.0,29.0,66.0,Auvergne-Rhône-Alpes,Sciences Humaines & Sociales,32.53071253071253,Standard,Majorité Féminine,1
2018,Sciences de la vie et de la terre,Clermont-Ferrand,91.0,57.0,1760.0,60.0,65.0,Auvergne-Rhône-Alpes,Sciences & Tech,45.671339788986856,Standard,Majorité Féminine,1
2018,"Autres sciences, technologies et santé",Clermont-Ferrand,96.0,75.0,1880.0,51.0,55.0,Auvergne-Rhône-Alpes,Sciences & Tech,54.9270125740714,Standard,Mixte,1
2018,Masters enseignement,Bordeaux,100.0,87.0,1900.0,89.0,60.0,Nouvelle-Aquitaine,Enseignement,59.893048128342244,Excellente,Majorité Féminine,0
2018,Économie,Bordeaux,93.0,77.0,2050.0,51.0,71.0,Nouvelle-Aquitaine,Autres disciplines,57.13831478537361,Standard,Majorité Féminine,0
2018,"Ensemble sciences, technologies et santé",Bordeaux,96.0,67.0,1900.0,57.0,34.0,Nouvelle-Aquitaine,Sciences & Tech,55.568723804017914,Standard,Majorité Masculine,0
2018,Sciences de la vie et de la terre,Lyon,90.0,70.0,2100.0,72.0,73.0,Auvergne-Rhône-Alpes,Sciences & Tech,55.499349616996675,Élevée,Majorité Féminine,1
2018,"Ensemble formations juridiques, économiques et de gestion",Lyon,92.0,82.0,2200.0,58.0,53.0,Auvergne-Rhône-Alpes,"Droit, Éco & Gestion",60.87006792889146,Standard,Mixte,1
2018,"Lettres, langues, arts",Lyon,96.0,58.0,1500.0,35.0,72.0,Auvergne-Rhône-Alpes,"Arts, Lettres & Langues",42.73449920508744,Standard,Majorité Féminine,1
2018,"Lettres, langues, arts",Lyon,86.0,67.0,1610.0,33.0,72.0,Auvergne-Rhône-Alpes,"Arts, Lettres & Langues",35.453100158982515,Standard,Majorité Féminine,1
2018,Ensemble sciences humaines et sociales,Lyon,86.0,61.0,1700.0,50.0,75.0,Auvergne-Rhône-Alpes,Sciences Humaines & Sociales,38.34080069374187,Standard,Majorité Féminine,1
2018,Autres sciences humaines et sociales,Lyon,83.0,54.0,1650.0,33.0,74.0,Auvergne-Rhône-Alpes,Sciences Humaines & Sociales,33.49327937563232,Standard,Majorité Féminine,1
2018,"Ensemble sciences, technologies et santé",Lyon,100.0,82.0,1990.0,73.0,33.0,Auvergne-Rhône-Alpes,Sciences & Tech,62.780748663101605,Élevée,Majorité Masculine,1
2018,Informatique,Lyon,94.0,96.0,2200.0,72.0,32.0,Auvergne-Rhône-Alpes,Sciences & Tech,63.03223009105362,Élevée,Majorité Masculine,1
2018,"Ensemble formations juridiques, économiques et de gestion",Lyon,93.0,85.0,2300.0,86.0,58.0,Auvergne-Rhône-Alpes,"Droit, Éco & Gestion",65.15970515970515,Excellente,Mixte,1
2018,Ensemble sciences humaines et sociales,Lyon,88.0,65.0,1700.0,74.0,60.0,Auvergne-Rhône-Alpes,Sciences Humaines & Sociales,40.50296285590404,Élevée,Majorité Féminine,1
2018,Autres sciences humaines et sociales,Lyon,88.0,54.0,1640.0,68.0,51.0,Auvergne-Rhône-Alpes,Sciences Humaines & Sociales,38.57782916606446,Standard,Mixte,1
2018,"Ensemble sciences, technologies et santé",Nantes,92.0,85.0,2100.0,55.0,35.0,Pays de la Loire,Sciences & Tech,57.661511779158836,Standard,Majorité Masculine,0
2018,Masters enseignement,Grenoble,100.0,97.0,1700.0,86.0,78.0,Auvergne-Rhône-Alpes,Enseignement,53.475935828877006,Excellente,Majorité Féminine,1
2018,Gestion,Grenoble,95.0,85.0,2160.0,63.0,52.0,Auvergne-Rhône-Alpes,"Droit, Éco & Gestion",62.829888712241655,Standard,Mixte,1
2018,"Ensemble sciences, technologies et santé",Grenoble,89.0,69.0,2050.0,72.0,18.0,Auvergne-Rhône-Alpes,Sciences & Tech,52.813990461049286,Élevée,Majorité Masculine,1
2018,Économie,Paris,88.0,56.0,2370.0,81.0,57.0,Île-de-France,Autres disciplines,62.00028905911259,Standard,Mixte,2
2018,Ensemble sciences humaines et sociales,Paris,84.0,49.0,1850.0,60.0,70.0,Île-de-France,Sciences Humaines & Sociales,40.99147275617864,Standard,Majorité Féminine,2
2018,"Lettres, langues, arts",Paris,86.0,71.0,1750.0,49.0,80.0,Île-de-France,"Arts, Lettres & Langues",39.94507876860818,Standard,Majorité Féminine,2
2018,Information communication,Paris,87.0,46.0,1700.0,37.0,84.0,Île-de-France,"Arts, Lettres & Langues",39.42188177482295,Standard,Majorité Féminine,2
2018,Information communication,Paris,89.0,78.0,2280.0,78.0,78.0,Île-de-France,"Arts, Lettres & Langues",60.19366960543431,Élevée,Majorité Féminine,2
2018,Information communication,Paris,88.0,66.0,2090.0,82.0,78.0,Île-de-France,"Arts, Lettres & Langues",53.01633183986125,Élevée,Majorité Féminine,2
2018,"Ensemble sciences, technologies et santé",Paris,91.0,75.0,2310.0,88.0,40.0,Île-de-France,Sciences & Tech,63.318398612516255,Élevée,Mixte,2
2018,Sciences fondamentales,Paris,89.0,77.0,2440.0,87.0,45.0,Île-de-France,Sciences & Tech,65.32735944500651,Élevée,Mixte,2
2018,"Autres sciences, technologies et santé",Paris,91.0,73.0,2300.0,94.0,28.0,Île-de-France,Sciences & Tech,62.997542997542986,Élevée,Majorité Masculine,2
2018,Psychologie,Paris,94.0,67.0,1890.0,97.0,88.0,Île-de-France,Sciences Humaines & Sociales,53.0857060268825,Élevée,Majorité Féminine,2
2018,Psychologie,Paris,95.0,56.0,1820.0,89.0,88.0,Île-de-France,Sciences Humaines & Sociales,51.92079780315074,Standard,Majorité Féminine,2
2018,Autres sciences humaines et sociales,Paris,90.0,66.0,2090.0,75.0,76.0,Île-de-France,Sciences Humaines & Sociales,55.17849400202341,Élevée,Majorité Féminine,2
2018,Sciences de la vie et de la terre,Paris,87.0,65.0,2250.0,92.0,55.0,Île-de-France,Sciences & Tech,57.06894059835237,Élevée,Mixte,2
2018,Droit,Normandie,96.0,64.0,1900.0,76.0,70.0,Normandie,"Droit, Éco & Gestion",55.568723804017914,Standard,Majorité Féminine,1
2018,Gestion,Normandie,88.0,85.0,2170.0,73.0,54.0,Normandie,"Droit, Éco & Gestion",55.583176759647344,Élevée,Mixte,1
